COWCODE,STATE,REG_START,REG_END,REG_PARTY,REG_REINST,ELITE_NAME,ELITE_PARTY,ELITE_BIRTHDATE,ELITE_DEATHDATE,ELITE_FEMALE,ELITE_REENTER,ELITE_REEXIT,ELITE_ENTERAGE,ELITE_EXITAGE,ELITE_RETENURE,ELITE_EXITTYPE,ELITE_EXITFATE,ELITE_EXITLEADER,ELITE_REPOSITION,ELITE_OCCUPATION,EC_GR_2Y
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Nyers, Rezsö",,21/3/1923,22/6/2018,0,22/5/1988,7/10/1989,65.21643836,66.59452055,1.378082192,Regime Change,,Grosz,,Printer,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Ovári, Miklós",,24/8/1925,10/5/2003,0,22/3/1975,22/5/1988,49.60821918,62.78630137,13.17808219,Demotion,No Punishment,Grosz,,Teacher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Piros, László",,30/5/1917,12/1/2006,0,31/5/1950,28/6/1953,33.02465753,36.10410959,3.079452055,Demotion,No Punishment,Rakosi,,Butcher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Piros, László",,30/5/1917,12/1/2006,0,14/4/1955,24/10/1956,37.89863014,39.43013699,1.531506849,Demotion,No Punishment,Nagy,,Butcher,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Pozsgay, Imre",,26/11/1933,25/3/2016,0,22/5/1988,7/10/1989,54.52328767,55.90136986,1.378082192,Regime Change,,Grosz,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Rajk, László",,8/3/1909,15/10/1949,0,25/2/1947,11/6/1949,37.99452055,40.28767123,2.293150685,Expulsion,Execution,Rakosi,,Building worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Rakosi, Mátyás",,3/9/1892,5/2/1971,0,25/2/1947,18/7/1956,55.00273973,64.4027397,9.4,Resignation,No Punishment,Gero,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Révai, József",,10/12/1898,4/8/1959,0,25/2/1947,28/6/1953,48.40547945,54.7479452,6.342465753,Demotion,No Punishment,Rakosi,,Newspaper editor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Révai, József",,10/12/1898,4/8/1959,0,18/7/1956,24/10/1956,57.80273973,58.07123288,0.2684931507,Demotion,,Nagy,,Newspaper editor,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Rónai, Sándor",,10/6/1892,28/9/1965,0,25/2/1947,28/6/1953,54.42465753,60.7671233,6.342465753,Demotion,No Punishment,Rakosi,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Rónai, Sándor",,10/6/1892,28/9/1965,0,18/7/1956,31/10/1956,63.82191781,64.10958904,0.2876712329,Expulsion,No Punishment,Nagy,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Rónai, Sándor",,10/6/1892,28/9/1965,0,29/6/1957,28/9/1965,64.76986301,73.02465753,8.254794521,Death,,Kadar,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Sarlós, István",,30/10/1921,19/6/2006,0,22/3/1975,23/6/1987,53.42739726,65.69041096,12.2630137,Resignation,No Punishment,Kadar,,Journalist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Somogyi, Milkós",,9/14/1896,28/12/1980,0,29/6/1957,3/12/1966,60.82739726,70.2630137,9.435616438,Resignation,No Punishment,Kadar,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Szabó, István",,30/10/1924,,0,28/3/1985,12/4/1989,60.44931507,64.49315068,4.043835616,Resignation,No Punishment,Grosz,,Agronomist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Szali, Béla",,26/7/1922,18/9/2008,0,28/6/1953,24/10/1956,30.94520548,34.27123288,3.326027397,Demotion,No Punishment,Nagy,,Accountant,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Szántó, Zoltán",,12/17/1893,26/3/1977,0,24/10/1956,4/11/1956,62.89315068,62.92328767,0.0301369863,Expulsion,Incarceration,Kadar,,Carpenter,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Szirmai, István",,13/4/1906,29/9/1969,0,5/12/1959,29/9/1969,53.68219178,63.50684932,9.824657534,Death,,Kadar,,Clerk,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Szobek, András",,12/18/1894,3/12/1986,0,25/2/1947,14/6/1948,52.22465753,53.5260274,1.301369863,Demotion,No Punishment,Rakosi,,Construction worker,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Tatai, Ilona",,19/1/1935,,1,22/5/1988,7/10/1989,53.37534247,54.75342466,1.378082192,Regime Change,,Grosz,,Chemist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Vajda, Imre",,24/7/1900,30/8/1969,0,15/6/1948,16/8/1950,47.9260274,50.09589041,2.169863014,Expulsion,Incarceration,Rakosi,,Clerk,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Vas, Zoltán",,30/3/1903,13/8/1983,0,15/6/1948,26/2/1953,45.24383562,49.94794521,4.704109589,Demotion,No Punishment,Rakosi,,Party functionary,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Vastagh, Pál",,23/9/1946,,0,12/4/1989,7/10/1989,42.58082192,43.06849315,0.4876712329,Regime Change,,Grosz,,Jurist,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Zöld, Sándor",,19/5/1913,20/4/1951,0,31/5/1950,20/4/1951,37.05753425,37.94520548,0.8876712329,Death,,Rakosi,,Physician,0.3
310,Hungary,25/2/1947,8/4/1990,MKP/MSzMP,Politburo,"Zsofinyecz, Mihály",,20/2/1906,30/4/1986,0,31/5/1950,31/5/1954,44.30410959,48.30684932,4.002739726,Demotion,No Punishment,Rakosi,,Iron foundry worker,0.3
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Asang Laoly,,2/2/1941,,0,20/3/1996,22/1/2016,55.16438356,75.01917808,19.85479452,Resignation,No Punishment,Bounnhang,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Bouasone Bouphavanh,,3/6/1954,,0,14/3/2001,21/3/2011,46.8109589,56.83561644,10.02465753,Demotion,No Punishment,Choummaly,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,"Boungnang, Vorachit",,14/8/1937,,0,20/3/1996,,58.63835616,,,,,,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Bounpone Bouttanavong,,15/11/1955,,0,21/3/2011,22/1/2016,55.38356164,60.22739726,4.843835616,Resignation,No Punishment,Bounnhang,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Bounthong Chitmany,,3/7/1949,,0,21/3/2011,,61.75616438,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Chansamone Chanyalath,,1/3/1946,,0,22/1/2016,,69.94246575,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Chansy Phosikham,,18/3/1948,,0,22/1/2016,,67.89315068,,,,,,,Teacher,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Choummaly Sayasone,,3/6/1936,,0,15/11/1986,22/1/2016,50.48493151,79.69041096,29.20547945,Resignation,No Punishment,Bounnhang,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Douangchay Phichit,,5/4/1944,17/5/2014,0,14/3/2001,17/5/2014,56.97808219,70.16164384,13.18356164,Death,,Choummaly,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Kaysone Phomvihan,,13/12/1920,21/11/1992,0,29/11/1975,21/11/1992,54.99726027,71.9890411,16.99178082,Death,,Khamtai,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Khamphan Phommathat,,3/7/1955,,0,22/1/2016,,60.59726027,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Khamphoui Keoboualapha,,13/6/1930,,0,29/3/1991,20/3/1996,60.83287671,65.81369863,4.980821918,Demotion,No Punishment,Kaysone,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Khamtay Siephandone,,8/2/1924,,0,29/11/1975,21/3/2006,51.84109589,82.16986301,30.32876712,Resignation,No Punishment,Choummaly,,Postal Worker,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Maichantan Sengmani,,?/?/1920,?/?/1999,0,15/11/1986,20/3/1996,,,9.350684932,Resignation,No Punishment,Khamtai,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Nouhak Phoumsavan,,9/4/1910,9/9/2008,0,29/11/1975,20/3/1996,65.68493151,86.00547945,20.32054795,Resignation,No Punishment,Khamtai,,Truck Driver,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Osakanh Thammatheva,,13/3/1936,31/10/2004,0,20/3/1996,31/10/2004,60.06027397,68.68219178,8.621917808,Death,,Khamtai,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Oudom Khattigna,,3/3/1930,9/12/1999,0,15/11/1986,9/12/1999,56.74246575,69.81643836,13.0739726,Death,,Khamtai,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Pany Yathothu,,18/2/1951,,1,21/3/2006,,55.12328767,,,,,,,Bank Administrator,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Phankham Viphavanh,,4/4/1951,,0,21/3/2011,,60.00273973,,,,,,,Lecturer,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Phoumi Vongvichit,,6/4/1909,7/1/1994,0,29/11/1975,29/3/1991,66.69315068,82.03287671,15.33972603,Resignation,No Punishment,Kaysone,,Civil Administrator,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Phoun Sipraseuth,,16/2/1920,8/12/1994,0,29/11/1975,8/12/1994,55.82191781,74.86027397,19.03835616,Death,,Khamtai,,Civil Servant,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sali Vongkhamxao,,29/9/1925,23/1/1991,0,15/11/1986,23/1/1991,61.16986301,65.36164384,4.191780822,Death,,Kaysone,,Teacher,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Samane Viyakhet,,3/3/1927,22/7/2016,0,15/11/1986,22/1/2016,59.74520548,88.95068493,29.20547945,Resignation,No Punishment,Bounnhang,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Saysomphone Phomvihant,,10/10/1954,,0,22/1/2016,,61.3260274,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sinlavong Khoutphaythoune,,11/11/1953,,0,22/1/2016,,62.23835616,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sisavath Keobounphanh,,1/5/1928,,0,15/11/1986,29/3/1991,58.58082192,62.95068493,4.369863014,Demotion,No Punishment,Kaysone,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sisavath Keobounphanh,,1/5/1928,,0,20/3/1996,21/3/2011,67.93150685,82.94246575,15.0109589,Resignation,No Punishment,Choummaly,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sisomphone Lovansai,,7/7/1916,24/2/1993,0,29/11/1975,29/3/1991,59.43561644,74.77534247,15.33972603,Resignation,No Punishment,Kaysone,,Soldier,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Somlat Chanthamat,,?/?/1934,2/9/1993,0,29/3/1991,2/9/1993,,,2.432876712,Death,,Khamtai,,,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Somsavat Lengsavad,,15/6/1945,,0,21/3/2006,22/1/2016,60.80547945,70.65205479,9.846575342,Resignation,No Punishment,Bounnhang,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Sonesay Siphandone,,26/1/1966,,0,22/1/2016,,50.02191781,,,,,,,Party Functionary,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Souphanouvong,,13/7/1909,9/1/1995,0,29/11/1975,29/3/1991,66.42465753,81.76438356,15.33972603,Resignation,No Punishment,Kaysone,,Civil Engineer,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Thongloun Sisoulith,,11/11/1945,,0,14/3/2001,,55.37534247,,,,,,,Lecturer,6.55
812,Laos,29/11/1975,,Lao People's Revolutionary Party (LPRP),Politburo,Thongsing Thammavong,,12/4/1944,,0,29/3/1991,22/1/2016,46.99178082,71.82739726,24.83561644,Resignation,No Punishment,Bounnhang,,Teacher,6.55
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Gaddafi, Capt. Muammar",,7/6/1942,20/10/2011,0,1/9/1969,2/3/1977,,,7.504109589,Ruling Institution Change,N/A,N/A,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Hamza, Awad Ali",,?/?/1943,,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,Incarceration,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Hawadi, Capt. Bashir Saghir",,?/?/1944,,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,Incarceration,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Hemeidi, Kweildi",,?/?/1944,,0,1/9/1969,2/3/1977,,,7.504109589,Ruling Institution Change,N/A,N/A,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Houni, Abdel Menin",,10/?/1944,,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,Exile,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Jabr, Abu Bakr Yunnis",,11/?/1942,20/10/2011,0,1/9/1969,2/3/1977,,,7.504109589,Ruling Institution Change,N/A,N/A,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Jalloud, Capt. Abdel Salaam",,15/12/1944,,0,1/9/1969,2/3/1977,,,7.504109589,Ruling Institution Change,N/A,N/A,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Kharuubi, Maj. Mustafa",,5/?/1944,,0,1/9/1969,2/3/1977,,,7.504109589,Ruling Institution Change,N/A,N/A,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Maqaryif, Capt. Imhammad Abu Bakr",,?/?/1940,21/8/1972,0,1/9/1969,21/8/1972,,,2.97260274,Death - Automobile accident,N/A,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Muhayshi, 1Lt. Umar Abdullah",,10/?/1946,?/?/1983,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,Exile,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Najm, Maj. Muhammad",,?/?/1942,,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,OK,Gaddafi,,Soldier,15.9
620,Libya,1/9/1969,2/3/1977,,Revolutionary Command Council,"Al-Qarawi, Mukhtar Abdullah",,?/?/1944,,0,1/9/1969,5/8/1975,,,5.928767123,Expulsion,Exile,Gaddafi,,Soldier,15.9
436,Niger,18/2/2010,7/4/2011,,Supreme Council for the Restoration of Democracy (CSRD),"Djibo, LTG Salou",,15/4/1965,.,0,18/2/2010,7/4/2011,44.87671233,46.00821918,1.131506849,Regime Change,.,.,Chair,Artillery officer,5.35
436,Niger,18/2/2010,7/4/2011,,Supreme Council for the Restoration of Democracy (CSRD),"Hamidou, COL Djibrilla Hima",,.,.,0,18/2/2010,7/4/2011,.,.,1.131506849,Regime Change,.,.,Member,Army commander,5.35
436,Niger,18/2/2010,7/4/2011,,Supreme Council for the Restoration of Democracy (CSRD),"Harouna, COL Amadoou",,.,.,0,18/2/2010,7/4/2011,.,.,1.131506849,Regime Change,.,.,Member,Armor commander,5.35
436,Niger,18/2/2010,7/4/2011,,Supreme Council for the Restoration of Democracy (CSRD),"Goukoye, COL Abdoulkarim",,.,.,0,18/2/2010,7/4/2011,.,.,1.131506849,Regime Change,.,.,Member,Military intelligence,5.35
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Blehr, Eivind",,1/20/1881,27/7/1957,0,1/2/1942,12/6/1944,61.07123288,63.43287671,2.361643836,Expulsion,No Punishment,Quisling,"Minister of Provisioning (1942-43); Minister of Trade, Industry, Crafts, and Fisheries (1942-44)",Lawyer,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Fretheim, Thorstein",,5/10/1886,29/6/1971,0,1/2/1944,21/4/1945,57.76712329,58.98630137,1.219178082,Resignation,No Punishment,Quisling,Minister of Agriculture,Veterinarian,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Fuglesang, Rolf",,31/1/1909,25/11/1988,0,1/12/1942,8/5/1945,33.85479452,36.29041096,2.435616438,Regime Change,,,Minister of Culture and Enlightenment,Lawyer,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Hagelin, Albert",,4/24/1881,25/5/1946,0,1/2/1942,8/11/1944,60.81369863,63.58356164,2.769863014,Resignation,No Punishment,Quisling,Minister of the Interior,Businessperson,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Hirsch, Per Einarsøn von",,26/5/1902,9/7/1987,0,19/2/1945,8/5/1945,42.76712329,42.98082192,0.2136986301,Regime Change,,,Minister of Finance and Customs,Lawyer,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Hustad, Tormod",,2/15/1889,19/8/1973,0,1/2/1942,1/2/1944,52.99452055,54.99452055,2,Expulsion,No Punishment,Quisling,Minister of Public Labour,Architect,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Irgens, Kjeld Stub",,5/23/1879,26/8/1963,0,1/2/1942,12/6/1944,62.7369863,65.09863014,2.361643836,Expulsion,No Punishment,Quisling,Minister of Shipping,Sea captain,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Laurantzon, Trygve",,20/3/1902,21/5/1975,0,21/4/1945,8/5/1945,43.11780822,43.16438356,0.04657534247,Regime Change,,,Minister of Agriculture,Newspaper editor,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Lie, Jonas",,12/31/1899,11/5/1945,0,1/2/1942,8/5/1945,42.11506849,45.38082192,3.265753425,Regime Change,,,Minister of the Police,Police superintendant,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Lippestad, Johan Andreas",,19/12/1902,7/11/1961,0,1/2/1942,8/5/1945,39.14794521,42.41369863,3.265753425,Regime Change,,,Minister of Social Affairs,Businessperson,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Lunde, Gulbrand",,14/9/1901,25/10/1942,0,1/2/1942,25/10/1942,40.4109589,41.13972603,0.7287671233,Death,,Quisling,Minister of Culture and Enlightenment,Chemist,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Lundesgaard, Ørnulf",,15/10/1908,16/5/2002,0,1/7/1944,8/5/1945,35.73424658,36.58630137,0.8520547945,Regime Change,,,Chief of Chancery,Dentist,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Prytz, Frederick",,2/14/1878,19/2/1945,0,1/2/1942,19/2/1945,63.99178082,67.04383562,3.052054795,Death,,Quisling,Minister of Finance and Customs,Businessperson,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Quisling, Vidkun",,7/18/1887,24/10/1945,0,1/2/1942,8/5/1945,54.57808219,57.84383562,3.265753425,Regime Change,,,Minister President,Military officer,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Riisnæs, Sverre",,11/6/1897,21/6/1988,0,1/2/1942,8/5/1945,44.26575342,47.53150685,3.265753425,Regime Change,,,Minister of Justice,Prosecutor,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Skancke, Ragner",,11/9/1890,28/8/1948,0,1/2/1942,8/5/1945,51.2630137,54.52876712,3.265753425,Regime Change,,,Minister of Church and Education,Professor,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Skarphagen, Hans",,9/8/1888,10/2/1971,0,1/2/1944,8/5/1945,55.43287671,56.69863014,1.265753425,Regime Change,,,Minister of Traffic,Engineer,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Stang, Axel",,21/2/1904,11/11/1974,0,1/2/1942,8/5/1945,37.97260274,41.23835616,3.265753425,Regime Change,,,Minister of Labour and Sports,Businessperson,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Vasbotten, Arnvid",,11/8/1903,17/5/1985,0,8/11/1944,8/5/1945,41.2739726,41.76986301,0.495890411,Regime Change,,,Minister of the Interior,Judge,-4.41
385,Norway,30/1/1942,8/5/1945,Nasjonal Samling (NS),Cabinet,"Whist, Alf",,8/6/1880,16/7/1962,0,4/11/1943,8/5/1945,63.28493151,64.79452055,1.509589041,Regime Change,,,"Minister without Ministry (1943-44); Minister of Trade, Industry, Crafts, and Fisheries (1944-45)",Businessperson,-4.41
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Andrei, Ștefan",,29/3/1931,,0,28/11/1974,28/11/1989,43.69863014,58.70958904,15.0109589,Resignation,No Punishment,Ceausescu,,Hydraulic construction engineer,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Apostol, Gheorghe",,16/5/1913,21/8/2010,0,24/2/1948,12/8/1969,34.8,56.27945205,21.47945205,Demotion,No Punishment,Ceausescu,,Moulder,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Banc, Iosif",,3/3/1921,26/1/2007,0,23/11/1979,24/11/1989,58.76438356,68.77534247,10.0109589,Resignation,No Punishment,Ceausescu,,Forest worker,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bălan, Radu",,24/5/1936,14/2/1995,0,28/6/1988,22/12/1989,52.13150685,53.61643836,1.484931507,Regime Change,,,,Mining technician,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Băluță, Ion Bogdan",,31/12/1932,,0,24/11/1989,22/12/1989,56.9369863,57.01369863,0.07671232877,Regime Change,,,,Electrician constructor,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bărlădeanu, Alexandru",,25/1/1911,13/11/1997,0,23/11/1962,12/8/1969,51.8630137,58.58630137,6.723287671,Resignation,No Punishment,Ceausescu,,Professor,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bârlea, Ștefan",,24/1/1934,?/?/2014,0,22/11/1984,28/6/1988,50.8630137,54.4630137,3.6,Demotion,No Punishment,Ceausescu,,Engineer economist,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bobu, Emil",,22/2/1927,12/7/2014,0,28/11/1974,22/12/1989,47.79726027,62.8739726,15.07671233,Regime Change,,,,Iron turner,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bodnăras, Emil (Emilian)",,10/2/1904,24/1/1976,0,24/2/1948,24/1/1976,44.06849315,72.00273973,27.93424658,Death,,Ceausescu,,Party functionary,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Borilă, Petre (Iordan Dragan Rusev)",,13/2/1906,2/1/1973,0,27/5/1952,23/7/1965,46.31506849,59.47945205,13.16438356,Demotion,No Punishment,Ceausescu,,Electrical mechanic,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Bradea, Maria",,5/9/1937,,1,24/11/1989,22/12/1989,52.25479452,52.33150685,0.07671232877,Regime Change,,,,Turner,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Burtică, Cornel",,3/9/1931,11/6/2013,0,24/11/1974,8/10/1982,43.25479452,51.13150685,7.876712329,Expulsion,No Punishment,Ceausescu,,Electromechanical engineer,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Cazacu, Virgil",,1/9/1927,,0,7/3/1978,24/11/1989,50.54794521,62.2739726,11.7260274,Resignation,No Punishment,Ceausescu,,Mechanical fitter,-3.15
360,Romania,6/3/1945,22/12/1989,Communist Party of Romania (PCR); Romanian Workers' Party (PMR),Politburo (1945-65); Permanent Presidium (1965-74); Political Executive Committee (1974-89),"Ceaușescu, Elena",,6/1/1919,25/12/1989,1,28/11/1974,22/12/1989,55.93150685,71.00821918,15.07671233,Regime Change,,,,Laboratory scientist,-3.15
